source,text,created_at,retweet_count,favorite_count,is_retweet,id_str,at_who,words,tweet_len,tweet_no_words,capital_words,has_endors
Twitter for iPhone, The problem is that the socalled Commission on Presidential Debates is stacked with Trump Haters amp Never Trumpers years ago they were forced to publicly apologize for modulating my microphone in the first debate against Crooked Hillary As President the debates are up ,2019-12-16 14:25:14,9136.0,36724,false,1.2065810511764357e+18,[],"['The', 'problem', 'is', 'that', 'the', 'socalled', 'Commission', 'on', 'Presidential', 'Debates', 'is', 'stacked', 'with', 'Trump', 'Haters', 'amp', 'Never', 'Trumpers', 'years', 'ago', 'they', 'were', 'forced', 'to', 'publicly', 'apologize', 'for', 'modulating', 'my', 'microphone', 'in', 'the', 'first', 'debate', 'against', 'Crooked', 'Hillary', 'As', 'President', 'the', 'debates', 'are', 'up']",271,43,,0
Twitter for iPhone,Crooked Hillary caught again She is a total train wreck ,2019-12-15 17:19:51,25462.0,80842,false,1.206262608267006e+18,[],"['Crooked', 'Hillary', 'caught', 'again', 'She', 'is', 'a', 'total', 'train', 'wreck']",56,10,,0
Twitter for iPhone,When Lisa Page the lover of Peter Strzok talks about being crushed and how innocent she is ask her to read Peters Insurance Policy text to her just in case Hillary loses Also why were the lovers text messages scrubbed after he left Mueller Where are they Lisa ,2019-12-02 18:07:44,29935.0,106434,false,1.2015636171807334e+18,[],"['When', 'Lisa', 'Page', 'the', 'lover', 'of', 'Peter', 'Strzok', 'talks', 'about', 'being', 'crushed', 'and', 'how', 'innocent', 'she', 'is', 'ask', 'her', 'to', 'read', 'Peters', 'Insurance', 'Policy', 'text', 'to', 'her', 'just', 'in', 'case', 'Hillary', 'loses', 'Also', 'why', 'were', 'the', 'lovers', 'text', 'messages', 'scrubbed', 'after', 'he', 'left', 'Mueller', 'Where', 'are', 'they', 'Lisa']",260,48,,0
Twitter for iPhone,So they now convict Roger Stone of lying and want to jail him for many years to come Well what about Crooked Hillary Comey Strzok Page McCabe Brennan Clapper Shifty Schiff Ohr amp Nellie Steele amp all of the others including even Mueller himself Didnt they lie ,2019-11-15 17:13:56,47234.0,154339,false,1.1953894836649902e+18,[],"['So', 'they', 'now', 'convict', 'Roger', 'Stone', 'of', 'lying', 'and', 'want', 'to', 'jail', 'him', 'for', 'many', 'years', 'to', 'come', 'Well', 'what', 'about', 'Crooked', 'Hillary', 'Comey', 'Strzok', 'Page', 'McCabe', 'Brennan', 'Clapper', 'Shifty', 'Schiff', 'Ohr', 'amp', 'Nellie', 'Steele', 'amp', 'all', 'of', 'the', 'others', 'including', 'even', 'Mueller', 'himself', 'Didnt', 'they', 'lie']",262,47,,0
Twitter for iPhone,RT A great new book by Howie Carr What Really Happened How Donald J Trump Saved America From Hillary Clinton is on ,2019-11-02 22:28:27,22193.0,0,false,1.1907575914687242e+18,['@realDonaldTrump:'],"['RT', 'A', 'great', 'new', 'book', 'by', 'Howie', 'Carr', 'What', 'Really', 'Happened', 'How', 'Donald', 'J', 'Trump', 'Saved', 'America', 'From', 'Hillary', 'Clinton', 'is', 'on']",115,22,RT,0
Twitter for iPhone,A great new book by Howie Carr What Really Happened How Donald J Trump Saved America From Hillary Clinton is on sale now Howie is a talented New England force who was there at the very beginning ,2019-11-02 16:26:02,22284.0,96310,false,1.1906663854180803e+18,[],"['A', 'great', 'new', 'book', 'by', 'Howie', 'Carr', 'What', 'Really', 'Happened', 'How', 'Donald', 'J', 'Trump', 'Saved', 'America', 'From', 'Hillary', 'Clinton', 'is', 'on', 'sale', 'now', 'Howie', 'is', 'a', 'talented', 'New', 'England', 'force', 'who', 'was', 'there', 'at', 'the', 'very', 'beginning']",195,37,A,0
Twitter for iPhone, He loves our Military and supports our Vets Democrat Jim Hood will never give us his vote is antiTrump and proCrooked Hillary Get out and VOTE for Tate Reeves on November th He has my Complete and Total Endorsement ,2019-10-26 20:20:04,13777.0,55471,false,1.1881885686546964e+18,[],"['He', 'loves', 'our', 'Military', 'and', 'supports', 'our', 'Vets', 'Democrat', 'Jim', 'Hood', 'will', 'never', 'give', 'us', 'his', 'vote', 'is', 'antiTrump', 'and', 'proCrooked', 'Hillary', 'Get', 'out', 'and', 'VOTE', 'for', 'Tate', 'Reeves', 'on', 'November', 'th', 'He', 'has', 'my', 'Complete', 'and', 'Total', 'Endorsement']",216,39,VOTE,0
Twitter for iPhone, They exonerated him completely of being an agent of Russia Recently Crooked Hillary charged Tulsi Gabbard amp Jill Stein with the same thingSICK and yet Mr Comey still runs to the White House on February and conjures up the Obstruction of Justice narrative against ,2019-10-26 11:02:32,8724.0,27659,false,1.1880482571775877e+18,[],"['They', 'exonerated', 'him', 'completely', 'of', 'being', 'an', 'agent', 'of', 'Russia', 'Recently', 'Crooked', 'Hillary', 'charged', 'Tulsi', 'Gabbard', 'amp', 'Jill', 'Stein', 'with', 'the', 'same', 'thingSICK', 'and', 'yet', 'Mr', 'Comey', 'still', 'runs', 'to', 'the', 'White', 'House', 'on', 'February', 'and', 'conjures', 'up', 'the', 'Obstruction', 'of', 'Justice', 'narrative', 'against']",266,44,,0
Twitter for iPhone, kilmeade I want to know about Hillary Clinton with the Dossier I want to know if there was FISA abuse Were still waiting for that report ,2019-10-22 11:37:04,11407.0,46875,false,1.1866073969170022e+18,"['@ainsleyearhardt', '@foxandfriends']","['kilmeade', 'I', 'want', 'to', 'know', 'about', 'Hillary', 'Clinton', 'with', 'the', 'Dossier', 'I', 'want', 'to', 'know', 'if', 'there', 'was', 'FISA', 'abuse', 'Were', 'still', 'waiting', 'for', 'that', 'report']",138,26,I,0
Twitter for iPhone,So now Crooked Hillary is at it again She is calling Congresswoman Tulsi Gabbard a Russian favorite and Jill Stein a Russian asset As you may have heard I was called a big Russia lover also actually I do like Russian people I like all people Hillarys gone Crazy ,2019-10-20 02:41:53,37348.0,169519,false,1.1857479392573972e+18,[],"['So', 'now', 'Crooked', 'Hillary', 'is', 'at', 'it', 'again', 'She', 'is', 'calling', 'Congresswoman', 'Tulsi', 'Gabbard', 'a', 'Russian', 'favorite', 'and', 'Jill', 'Stein', 'a', 'Russian', 'asset', 'As', 'you', 'may', 'have', 'heard', 'I', 'was', 'called', 'a', 'big', 'Russia', 'lover', 'also', 'actually', 'I', 'do', 'like', 'Russian', 'people', 'I', 'like', 'all', 'people', 'Hillarys', 'gone', 'Crazy']",262,49,I,0
Twitter for iPhone,Crooked Hillary Clinton just called the respected environmentalist and Green Party candidate Jill Stein a Russian Asset They need a Green Party more than ever after looking at the Democrats disastrous environmental program ,2019-10-19 19:47:51,21076.0,92766,false,1.1856437449321062e+18,[],"['Crooked', 'Hillary', 'Clinton', 'just', 'called', 'the', 'respected', 'environmentalist', 'and', 'Green', 'Party', 'candidate', 'Jill', 'Stein', 'a', 'Russian', 'Asset', 'They', 'need', 'a', 'Green', 'Party', 'more', 'than', 'ever', 'after', 'looking', 'at', 'the', 'Democrats', 'disastrous', 'environmental', 'program']",223,33,,0
Twitter for iPhone, What has happened here with the Anthony Wiener laptop the Server all of the Emails between Huma Abedin and Hillary Clinton the deleted Clinton Emails what is going on Joe D amp Victoria T ,2019-10-17 00:58:22,27668.0,86786,false,1.184634725677314e+18,['@LouDobbs'],"['What', 'has', 'happened', 'here', 'with', 'the', 'Anthony', 'Wiener', 'laptop', 'the', 'Server', 'all', 'of', 'the', 'Emails', 'between', 'Huma', 'Abedin', 'and', 'Hillary', 'Clinton', 'the', 'deleted', 'Clinton', 'Emails', 'what', 'is', 'going', 'on', 'Joe', 'D', 'amp', 'Victoria', 'T']",189,34,D,0
Twitter for iPhone,Hunter Biden was really bad on Now Sleepy Joe has real problems Reminds me of Crooked Hillary and her deleted Emails not recoverable ,2019-10-15 15:14:09,19178.0,73940,false,1.1841253141479834e+18,['@GMA.'],"['Hunter', 'Biden', 'was', 'really', 'bad', 'on', 'Now', 'Sleepy', 'Joe', 'has', 'real', 'problems', 'Reminds', 'me', 'of', 'Crooked', 'Hillary', 'and', 'her', 'deleted', 'Emails', 'not', 'recoverable']",133,23,,0
Twitter for iPhone, Court Justice amp I turned him down hes been terrible ever since Shep Smith who gave Crooked Hillary the debate questions amp got fired from amp others doesnt deliver for US anymore It is so different than it used to be Oh well Im President ,2019-10-10 13:08:50,18045.0,76503,false,1.1822818363634852e+18,"['@donnabrazile', '@CNN)', '@FoxNews']","['Court', 'Justice', 'amp', 'I', 'turned', 'him', 'down', 'hes', 'been', 'terrible', 'ever', 'since', 'Shep', 'Smith', 'who', 'gave', 'Crooked', 'Hillary', 'the', 'debate', 'questions', 'amp', 'got', 'fired', 'from', 'amp', 'others', 'doesnt', 'deliver', 'for', 'US', 'anymore', 'It', 'is', 'so', 'different', 'than', 'it', 'used', 'to', 'be', 'Oh', 'well', 'Im', 'President']",242,45,I,0
Twitter for iPhone,Crooked Hillary should try it again ,2019-10-09 14:10:41,25262.0,97188,false,1.181935014709203e+18,[],"['Crooked', 'Hillary', 'should', 'try', 'it', 'again']",36,6,,0
Twitter for iPhone,I think that Crooked Hillary Clinton should enter the race to try and steal it away from Uber Left Elizabeth Warren Only one condition The Crooked one must explain all of her high crimes and misdemeanors including how amp why she deleted Emails AFTER getting C Subpoena ,2019-10-08 14:06:29,32589.0,124168,false,1.1815715717874033e+18,[],"['I', 'think', 'that', 'Crooked', 'Hillary', 'Clinton', 'should', 'enter', 'the', 'race', 'to', 'try', 'and', 'steal', 'it', 'away', 'from', 'Uber', 'Left', 'Elizabeth', 'Warren', 'Only', 'one', 'condition', 'The', 'Crooked', 'one', 'must', 'explain', 'all', 'of', 'her', 'high', 'crimes', 'and', 'misdemeanors', 'including', 'how', 'amp', 'why', 'she', 'deleted', 'Emails', 'AFTER', 'getting', 'C', 'Subpoena']",270,47,I,0
Twitter for iPhone,Democrat lawyer is same for both Whistleblowers All support Obama and Crooked Hillary Witch Hunt ,2019-10-06 22:03:03,19250.0,65478,false,1.1809667262273864e+18,[],"['Democrat', 'lawyer', 'is', 'same', 'for', 'both', 'Whistleblowers', 'All', 'support', 'Obama', 'and', 'Crooked', 'Hillary', 'Witch', 'Hunt']",97,15,,0
Twitter for iPhone,RT So Crooked Hillary Clinton can delete and acid wash emails AFTER getting a Subpoena from the United States Cong ,2019-10-05 22:41:21,51066.0,0,false,1.180613975572136e+18,['@realDonaldTrump:'],"['RT', 'So', 'Crooked', 'Hillary', 'Clinton', 'can', 'delete', 'and', 'acid', 'wash', 'emails', 'AFTER', 'getting', 'a', 'Subpoena', 'from', 'the', 'United', 'States', 'Cong']",115,20,RT,0
Twitter for iPhone,So Crooked Hillary Clinton can delete and acid wash emails AFTER getting a Subpoena from the United States Congress but I cant make one totally appropriate telephone call to the President of Ukraine Witch Hunt ,2019-10-05 19:25:32,51066.0,212552,false,1.1805646969796485e+18,[],"['So', 'Crooked', 'Hillary', 'Clinton', 'can', 'delete', 'and', 'acid', 'wash', 'emails', 'AFTER', 'getting', 'a', 'Subpoena', 'from', 'the', 'United', 'States', 'Congress', 'but', 'I', 'cant', 'make', 'one', 'totally', 'appropriate', 'telephone', 'call', 'to', 'the', 'President', 'of', 'Ukraine', 'Witch', 'Hunt']",210,35,AFTER,0
Twitter for iPhone, He loves our Military and supports our Vets Democrat Jim Hood will never give us his vote is antiTrump and proCrooked Hillary Get Out and Vote for Tate Reeves on November th He has my Complete amp Total Endorsement ,2019-10-02 23:27:52,13878.0,56650,false,1.1795385188734484e+18,[],"['He', 'loves', 'our', 'Military', 'and', 'supports', 'our', 'Vets', 'Democrat', 'Jim', 'Hood', 'will', 'never', 'give', 'us', 'his', 'vote', 'is', 'antiTrump', 'and', 'proCrooked', 'Hillary', 'Get', 'Out', 'and', 'Vote', 'for', 'Tate', 'Reeves', 'on', 'November', 'th', 'He', 'has', 'my', 'Complete', 'amp', 'Total', 'Endorsement']",216,39,,0
Twitter for iPhone, Election and negate the votes of millions of Evangelicals in the process They know the only Impeachable offense that President Trump has committed was beating Hillary Clinton in Thats the unpardonable sin for which the Democrats will never forgive him ,2019-09-30 01:11:54,14416.0,60222,false,1.1784775381774254e+18,[],"['Election', 'and', 'negate', 'the', 'votes', 'of', 'millions', 'of', 'Evangelicals', 'in', 'the', 'process', 'They', 'know', 'the', 'only', 'Impeachable', 'offense', 'that', 'President', 'Trump', 'has', 'committed', 'was', 'beating', 'Hillary', 'Clinton', 'in', 'Thats', 'the', 'unpardonable', 'sin', 'for', 'which', 'the', 'Democrats', 'will', 'never', 'forgive', 'him']",253,40,,0
Twitter for iPhone, Nancy Pelosi and the Democrats cant put down the Impeachment match They know they couldnt beat him in against Hillary Clinton and theyre increasingly aware of the fact that they wont win against him in and Impeachment is the only tool they have to get ,2019-09-30 01:11:53,20647.0,86182,false,1.1784775343479603e+18,[],"['Nancy', 'Pelosi', 'and', 'the', 'Democrats', 'cant', 'put', 'down', 'the', 'Impeachment', 'match', 'They', 'know', 'they', 'couldnt', 'beat', 'him', 'in', 'against', 'Hillary', 'Clinton', 'and', 'theyre', 'increasingly', 'aware', 'of', 'the', 'fact', 'that', 'they', 'wont', 'win', 'against', 'him', 'in', 'and', 'Impeachment', 'is', 'the', 'only', 'tool', 'they', 'have', 'to', 'get']",253,45,,0
Twitter for iPhone, State Department has stepped up Hillary Clinton Email probe You mean the Emails that she has deleted and acid washed so they can never be found even though she said that all pertained only to her daughters wedding and her Yoga ,2019-09-30 00:30:58,22820.0,85943,false,1.1784672370967757e+18,['@foxandfriends'],"['State', 'Department', 'has', 'stepped', 'up', 'Hillary', 'Clinton', 'Email', 'probe', 'You', 'mean', 'the', 'Emails', 'that', 'she', 'has', 'deleted', 'and', 'acid', 'washed', 'so', 'they', 'can', 'never', 'be', 'found', 'even', 'though', 'she', 'said', 'that', 'all', 'pertained', 'only', 'to', 'her', 'daughters', 'wedding', 'and', 'her', 'Yoga']",228,41,,0
Twitter for iPhone, Attorney For AntiTrump Whistleblower Worked For Hillary Clinton Chuck Schumer ,2019-09-25 02:26:39,20964.0,61448,false,1.1766844076772106e+18,[],"['Attorney', 'For', 'AntiTrump', 'Whistleblower', 'Worked', 'For', 'Hillary', 'Clinton', 'Chuck', 'Schumer']",79,10,,0
Twitter for iPhone,In a hypothetical poll done by one of the worst pollsters of them all the Amazon Washington Post ABC which predicted I would lose to Crooked Hillary by points how did that work out Sleepy Joe Pocahontas and virtually all others would beat me in the General Election ,2019-09-11 12:12:58,12435.0,64578,false,1.171758531449643e+18,[],"['In', 'a', 'hypothetical', 'poll', 'done', 'by', 'one', 'of', 'the', 'worst', 'pollsters', 'of', 'them', 'all', 'the', 'Amazon', 'Washington', 'Post', 'ABC', 'which', 'predicted', 'I', 'would', 'lose', 'to', 'Crooked', 'Hillary', 'by', 'points', 'how', 'did', 'that', 'work', 'out', 'Sleepy', 'Joe', 'Pocahontas', 'and', 'virtually', 'all', 'others', 'would', 'beat', 'me', 'in', 'the', 'General', 'Election']",266,48,ABC,0
Twitter for iPhone, are all in for the Open Border Socialists or beyond Fox hires give Hillary the questions Juan Williams and low ratings Shep Smith HOPELESS amp CLUELESS They should go all the way LEFT and I will still find a way to Win Thats what I do Win Too Bad ,2019-08-28 13:57:56,12659.0,53354,false,1.1667115175360307e+18,['@donnabrazile'],"['are', 'all', 'in', 'for', 'the', 'Open', 'Border', 'Socialists', 'or', 'beyond', 'Fox', 'hires', 'give', 'Hillary', 'the', 'questions', 'Juan', 'Williams', 'and', 'low', 'ratings', 'Shep', 'Smith', 'HOPELESS', 'amp', 'CLUELESS', 'They', 'should', 'go', 'all', 'the', 'way', 'LEFT', 'and', 'I', 'will', 'still', 'find', 'a', 'way', 'to', 'Win', 'Thats', 'what', 'I', 'do', 'Win', 'Too', 'Bad']",248,49,HOPELESS,0
Twitter for iPhone,So gives Crooked Hillary the Questions and now shes on,2019-08-25 16:35:19,13529.0,51284,false,1.1656639610621338e+18,"['@donnabrazile', '@FoxNews!']","['So', 'gives', 'Crooked', 'Hillary', 'the', 'Questions', 'and', 'now', 'shes', 'on']",54,10,,0
Twitter for iPhone,RT Wow Report Just Out Google manipulated from million to million votes for Hillary Clinton in Election Th ,2019-08-20 13:44:58,61814.0,0,false,1.1638091499160003e+18,['@realDonaldTrump:'],"['RT', 'Wow', 'Report', 'Just', 'Out', 'Google', 'manipulated', 'from', 'million', 'to', 'million', 'votes', 'for', 'Hillary', 'Clinton', 'in', 'Election', 'Th']",107,18,RT,0
Twitter for iPhone,Wow Report Just Out Google manipulated from million to million votes for Hillary Clinton in Election This was put out by a Clinton supporter not a Trump Supporter Google should be sued My victory was even bigger than thought ,2019-08-19 15:52:09,61692.0,176838,false,1.1634787705877217e+18,['@JudicialWatch'],"['Wow', 'Report', 'Just', 'Out', 'Google', 'manipulated', 'from', 'million', 'to', 'million', 'votes', 'for', 'Hillary', 'Clinton', 'in', 'Election', 'This', 'was', 'put', 'out', 'by', 'a', 'Clinton', 'supporter', 'not', 'a', 'Trump', 'Supporter', 'Google', 'should', 'be', 'sued', 'My', 'victory', 'was', 'even', 'bigger', 'than', 'thought']",225,39,,0
Twitter for iPhone, in Lou Dobbs stated that this is a fraud on the American public stated with certainty that they suppressed negative stories on Hillary Clinton and boosted negative stories on Donald Trump All very illegal We are watching Google very closely ,2019-08-06 17:51:24,18525.0,81067,false,1.1587977354888888e+18,['@peterschweizer'],"['in', 'Lou', 'Dobbs', 'stated', 'that', 'this', 'is', 'a', 'fraud', 'on', 'the', 'American', 'public', 'stated', 'with', 'certainty', 'that', 'they', 'suppressed', 'negative', 'stories', 'on', 'Hillary', 'Clinton', 'and', 'boosted', 'negative', 'stories', 'on', 'Donald', 'Trump', 'All', 'very', 'illegal', 'We', 'are', 'watching', 'Google', 'very', 'closely']",242,40,,0
Twitter for iPhone, sundarpichai of Google was in the Oval Office working very hard to explain how much he liked me what a great job the Administration is doing that Google was not involved with Chinas military that they didnt help Crooked Hillary over me in the Election amp that they ,2019-08-06 17:51:23,18552.0,80057,false,1.158797732821291e+18,[],"['sundarpichai', 'of', 'Google', 'was', 'in', 'the', 'Oval', 'Office', 'working', 'very', 'hard', 'to', 'explain', 'how', 'much', 'he', 'liked', 'me', 'what', 'a', 'great', 'job', 'the', 'Administration', 'is', 'doing', 'that', 'Google', 'was', 'not', 'involved', 'with', 'Chinas', 'military', 'that', 'they', 'didnt', 'help', 'Crooked', 'Hillary', 'over', 'me', 'in', 'the', 'Election', 'amp', 'that', 'they']",267,48,,0
Twitter for iPhone, in Lou Dobbs stated that this is a fraud on the American public stated with certainty that they suppressed negative stories on Hillary Clinton and boosted negative stories on Donald Ttump All very illegal We are watching Google very closely ,2019-08-06 11:47:06,14001.0,59852,false,1.1587060587240407e+18,['@peterschweizer'],"['in', 'Lou', 'Dobbs', 'stated', 'that', 'this', 'is', 'a', 'fraud', 'on', 'the', 'American', 'public', 'stated', 'with', 'certainty', 'that', 'they', 'suppressed', 'negative', 'stories', 'on', 'Hillary', 'Clinton', 'and', 'boosted', 'negative', 'stories', 'on', 'Donald', 'Ttump', 'All', 'very', 'illegal', 'We', 'are', 'watching', 'Google', 'very', 'closely']",242,40,,0
Twitter for iPhone,of Google was in the Oval Office working very hard to explain how much he liked me what a great job the Administration is doing that Google was not involved with Chinas military that they didnt help Crooked Hillary over me in the Election and that they ,2019-08-06 11:47:05,11035.0,44443,false,1.1587060527681577e+18,['@sundarpichai'],"['of', 'Google', 'was', 'in', 'the', 'Oval', 'Office', 'working', 'very', 'hard', 'to', 'explain', 'how', 'much', 'he', 'liked', 'me', 'what', 'a', 'great', 'job', 'the', 'Administration', 'is', 'doing', 'that', 'Google', 'was', 'not', 'involved', 'with', 'Chinas', 'military', 'that', 'they', 'didnt', 'help', 'Crooked', 'Hillary', 'over', 'me', 'in', 'the', 'Election', 'and', 'that', 'they']",253,47,,0
Twitter for iPhone, FoxNews is at it again So different from what they used to be during the Primaries amp before Proud Warriors Now new Fox Polls which have always been terrible to me they had me losing BIG to Crooked Hillary have me down to Sleepy Joe Even considering ,2019-07-26 13:58:15,16885.0,86462,false,1.1547527976377836e+18,[],"['FoxNews', 'is', 'at', 'it', 'again', 'So', 'different', 'from', 'what', 'they', 'used', 'to', 'be', 'during', 'the', 'Primaries', 'amp', 'before', 'Proud', 'Warriors', 'Now', 'new', 'Fox', 'Polls', 'which', 'have', 'always', 'been', 'terrible', 'to', 'me', 'they', 'had', 'me', 'losing', 'BIG', 'to', 'Crooked', 'Hillary', 'have', 'me', 'down', 'to', 'Sleepy', 'Joe', 'Even', 'considering']",252,47,BIG,0
