source,text,created_at,retweet_count,favorite_count,is_retweet,id_str,at_who,words,tweet_len,tweet_no_words,capital_words,has_endors,score_neg,score_neu,score_pos,score_compound
Twitter for iPhone, He loves our Military and supports our Vets Democrat Jim Hood will never give us his vote is antiTrump and proCrooked Hillary Get out and VOTE for Tate Reeves on November th He has my Complete and Total Endorsement ,2019-10-26 20:20:04,13777.0,55471,False,1.1881885686546964e+18,[],"['He', 'loves', 'our', 'Military', 'and', 'supports', 'our', 'Vets', 'Democrat', 'Jim', 'Hood', 'will', 'never', 'give', 'us', 'his', 'vote', 'is', 'antiTrump', 'and', 'proCrooked', 'Hillary', 'Get', 'out', 'and', 'VOTE', 'for', 'Tate', 'Reeves', 'on', 'November', 'th', 'He', 'has', 'my', 'Complete', 'and', 'Total', 'Endorsement']",216,39,VOTE,0,0.0,0.804,0.196,0.8313
Twitter for iPhone, kilmeade I want to know about Hillary Clinton with the Dossier I want to know if there was FISA abuse Were still waiting for that report ,2019-10-22 11:37:04,11407.0,46875,False,1.1866073969170022e+18,"['@ainsleyearhardt', '@foxandfriends']","['kilmeade', 'I', 'want', 'to', 'know', 'about', 'Hillary', 'Clinton', 'with', 'the', 'Dossier', 'I', 'want', 'to', 'know', 'if', 'there', 'was', 'FISA', 'abuse', 'Were', 'still', 'waiting', 'for', 'that', 'report']",138,26,I,0,0.141,0.772,0.087,-0.5574
Twitter for iPhone,So now Crooked Hillary is at it again She is calling Congresswoman Tulsi Gabbard a Russian favorite and Jill Stein a Russian asset As you may have heard I was called a big Russia lover also actually I do like Russian people I like all people Hillarys gone Crazy ,2019-10-20 02:41:53,37348.0,169519,False,1.1857479392573972e+18,[],"['So', 'now', 'Crooked', 'Hillary', 'is', 'at', 'it', 'again', 'She', 'is', 'calling', 'Congresswoman', 'Tulsi', 'Gabbard', 'a', 'Russian', 'favorite', 'and', 'Jill', 'Stein', 'a', 'Russian', 'asset', 'As', 'you', 'may', 'have', 'heard', 'I', 'was', 'called', 'a', 'big', 'Russia', 'lover', 'also', 'actually', 'I', 'do', 'like', 'Russian', 'people', 'I', 'like', 'all', 'people', 'Hillarys', 'gone', 'Crazy']",262,49,I,0,0.04,0.72,0.24,0.8979
Twitter for iPhone, What has happened here with the Anthony Wiener laptop the Server all of the Emails between Huma Abedin and Hillary Clinton the deleted Clinton Emails what is going on Joe D amp Victoria T ,2019-10-17 00:58:22,27668.0,86786,False,1.184634725677314e+18,['@LouDobbs'],"['What', 'has', 'happened', 'here', 'with', 'the', 'Anthony', 'Wiener', 'laptop', 'the', 'Server', 'all', 'of', 'the', 'Emails', 'between', 'Huma', 'Abedin', 'and', 'Hillary', 'Clinton', 'the', 'deleted', 'Clinton', 'Emails', 'what', 'is', 'going', 'on', 'Joe', 'D', 'amp', 'Victoria', 'T']",189,34,D,0,0.0,1.0,0.0,0.0
Twitter for iPhone, Court Justice amp I turned him down hes been terrible ever since Shep Smith who gave Crooked Hillary the debate questions amp got fired from amp others doesnt deliver for US anymore It is so different than it used to be Oh well Im President ,2019-10-10 13:08:50,18045.0,76503,False,1.1822818363634852e+18,"['@donnabrazile', '@CNN)', '@FoxNews']","['Court', 'Justice', 'amp', 'I', 'turned', 'him', 'down', 'hes', 'been', 'terrible', 'ever', 'since', 'Shep', 'Smith', 'who', 'gave', 'Crooked', 'Hillary', 'the', 'debate', 'questions', 'amp', 'got', 'fired', 'from', 'amp', 'others', 'doesnt', 'deliver', 'for', 'US', 'anymore', 'It', 'is', 'so', 'different', 'than', 'it', 'used', 'to', 'be', 'Oh', 'well', 'Im', 'President']",242,45,I,0,0.126,0.771,0.103,-0.296
Twitter for iPhone,I think that Crooked Hillary Clinton should enter the race to try and steal it away from Uber Left Elizabeth Warren Only one condition The Crooked one must explain all of her high crimes and misdemeanors including how amp why she deleted Emails AFTER getting C Subpoena ,2019-10-08 14:06:29,32589.0,124168,False,1.1815715717874033e+18,[],"['I', 'think', 'that', 'Crooked', 'Hillary', 'Clinton', 'should', 'enter', 'the', 'race', 'to', 'try', 'and', 'steal', 'it', 'away', 'from', 'Uber', 'Left', 'Elizabeth', 'Warren', 'Only', 'one', 'condition', 'The', 'Crooked', 'one', 'must', 'explain', 'all', 'of', 'her', 'high', 'crimes', 'and', 'misdemeanors', 'including', 'how', 'amp', 'why', 'she', 'deleted', 'Emails', 'AFTER', 'getting', 'C', 'Subpoena']",270,47,I,0,0.065,0.935,0.0,-0.4939
Twitter for iPhone,RT So Crooked Hillary Clinton can delete and acid wash emails AFTER getting a Subpoena from the United States Cong ,2019-10-05 22:41:21,51066.0,0,False,1.180613975572136e+18,['@realDonaldTrump:'],"['RT', 'So', 'Crooked', 'Hillary', 'Clinton', 'can', 'delete', 'and', 'acid', 'wash', 'emails', 'AFTER', 'getting', 'a', 'Subpoena', 'from', 'the', 'United', 'States', 'Cong']",115,20,RT,0,0.0,0.872,0.128,0.4215
Twitter for iPhone,So Crooked Hillary Clinton can delete and acid wash emails AFTER getting a Subpoena from the United States Congress but I cant make one totally appropriate telephone call to the President of Ukraine Witch Hunt ,2019-10-05 19:25:32,51066.0,212552,False,1.1805646969796485e+18,[],"['So', 'Crooked', 'Hillary', 'Clinton', 'can', 'delete', 'and', 'acid', 'wash', 'emails', 'AFTER', 'getting', 'a', 'Subpoena', 'from', 'the', 'United', 'States', 'Congress', 'but', 'I', 'cant', 'make', 'one', 'totally', 'appropriate', 'telephone', 'call', 'to', 'the', 'President', 'of', 'Ukraine', 'Witch', 'Hunt']",210,35,AFTER,0,0.085,0.865,0.05,-0.3291
Twitter for iPhone,In a hypothetical poll done by one of the worst pollsters of them all the Amazon Washington Post ABC which predicted I would lose to Crooked Hillary by points how did that work out Sleepy Joe Pocahontas and virtually all others would beat me in the General Election ,2019-09-11 12:12:58,12435.0,64578,False,1.171758531449643e+18,[],"['In', 'a', 'hypothetical', 'poll', 'done', 'by', 'one', 'of', 'the', 'worst', 'pollsters', 'of', 'them', 'all', 'the', 'Amazon', 'Washington', 'Post', 'ABC', 'which', 'predicted', 'I', 'would', 'lose', 'to', 'Crooked', 'Hillary', 'by', 'points', 'how', 'did', 'that', 'work', 'out', 'Sleepy', 'Joe', 'Pocahontas', 'and', 'virtually', 'all', 'others', 'would', 'beat', 'me', 'in', 'the', 'General', 'Election']",266,48,ABC,0,0.127,0.841,0.032,-0.7269
Twitter for iPhone, are all in for the Open Border Socialists or beyond Fox hires give Hillary the questions Juan Williams and low ratings Shep Smith HOPELESS amp CLUELESS They should go all the way LEFT and I will still find a way to Win Thats what I do Win Too Bad ,2019-08-28 13:57:56,12659.0,53354,False,1.1667115175360307e+18,['@donnabrazile'],"['are', 'all', 'in', 'for', 'the', 'Open', 'Border', 'Socialists', 'or', 'beyond', 'Fox', 'hires', 'give', 'Hillary', 'the', 'questions', 'Juan', 'Williams', 'and', 'low', 'ratings', 'Shep', 'Smith', 'HOPELESS', 'amp', 'CLUELESS', 'They', 'should', 'go', 'all', 'the', 'way', 'LEFT', 'and', 'I', 'will', 'still', 'find', 'a', 'way', 'to', 'Win', 'Thats', 'what', 'I', 'do', 'Win', 'Too', 'Bad']",248,49,HOPELESS,0,0.199,0.681,0.12,-0.608
Twitter for iPhone,RT Wow Report Just Out Google manipulated from million to million votes for Hillary Clinton in Election Th ,2019-08-20 13:44:58,61814.0,0,False,1.1638091499160005e+18,['@realDonaldTrump:'],"['RT', 'Wow', 'Report', 'Just', 'Out', 'Google', 'manipulated', 'from', 'million', 'to', 'million', 'votes', 'for', 'Hillary', 'Clinton', 'in', 'Election', 'Th']",107,18,RT,0,0.116,0.714,0.17,0.296
Twitter for iPhone, FoxNews is at it again So different from what they used to be during the Primaries amp before Proud Warriors Now new Fox Polls which have always been terrible to me they had me losing BIG to Crooked Hillary have me down to Sleepy Joe Even considering ,2019-07-26 13:58:15,16885.0,86462,False,1.1547527976377836e+18,[],"['FoxNews', 'is', 'at', 'it', 'again', 'So', 'different', 'from', 'what', 'they', 'used', 'to', 'be', 'during', 'the', 'Primaries', 'amp', 'before', 'Proud', 'Warriors', 'Now', 'new', 'Fox', 'Polls', 'which', 'have', 'always', 'been', 'terrible', 'to', 'me', 'they', 'had', 'me', 'losing', 'BIG', 'to', 'Crooked', 'Hillary', 'have', 'me', 'down', 'to', 'Sleepy', 'Joe', 'Even', 'considering']",252,47,BIG,0,0.108,0.833,0.059,-0.3818
Twitter for iPhone,So why didnt the highly conflicted Robert Mueller investigate how and why Crooked Hillary Clinton deleted and acid washed Emails immediately AFTER getting a SUBPOENA from the United States Congress She must have GREAT lawyers ,2019-07-24 11:43:10,25497.0,105482,False,1.15399402609963e+18,[],"['So', 'why', 'didnt', 'the', 'highly', 'conflicted', 'Robert', 'Mueller', 'investigate', 'how', 'and', 'why', 'Crooked', 'Hillary', 'Clinton', 'deleted', 'and', 'acid', 'washed', 'Emails', 'immediately', 'AFTER', 'getting', 'a', 'SUBPOENA', 'from', 'the', 'United', 'States', 'Congress', 'She', 'must', 'have', 'GREAT', 'lawyers']",226,35,AFTER,0,0.0,0.812,0.188,0.824
Twitter for iPhone,Why didnt Robert Mueller amp his band of Angry Democrats spend any time investigating Crooked Hillary Clinton Lyin amp Leakin James Comey Lisa Page and her Psycho lover Peter S Andy McCabe the beautiful Ohr family Fusion GPS and many more including HIMSELF amp Andrew W ,2019-07-24 11:36:27,21010.0,81353,False,1.153992334054441e+18,[],"['Why', 'didnt', 'Robert', 'Mueller', 'amp', 'his', 'band', 'of', 'Angry', 'Democrats', 'spend', 'any', 'time', 'investigating', 'Crooked', 'Hillary', 'Clinton', 'Lyin', 'amp', 'Leakin', 'James', 'Comey', 'Lisa', 'Page', 'and', 'her', 'Psycho', 'lover', 'Peter', 'S', 'Andy', 'McCabe', 'the', 'beautiful', 'Ohr', 'family', 'Fusion', 'GPS', 'and', 'many', 'more', 'including', 'HIMSELF', 'amp', 'Andrew', 'W']",270,46,S,0,0.061,0.796,0.143,0.6597
Twitter for iPhone,So Robert Mueller has now asked for his long time Never Trumper lawyer to sit beside him and help with answers Whats this all about His lawyer represented the basement server guy who got off free in the Crooked Hillary case This should NOT be allowed Rigged Witch Hunt ,2019-07-24 02:29:14,25253.0,101446,False,1.1538546217834004e+18,[],"['So', 'Robert', 'Mueller', 'has', 'now', 'asked', 'for', 'his', 'long', 'time', 'Never', 'Trumper', 'lawyer', 'to', 'sit', 'beside', 'him', 'and', 'help', 'with', 'answers', 'Whats', 'this', 'all', 'about', 'His', 'lawyer', 'represented', 'the', 'basement', 'server', 'guy', 'who', 'got', 'off', 'free', 'in', 'the', 'Crooked', 'Hillary', 'case', 'This', 'should', 'NOT', 'be', 'allowed', 'Rigged', 'Witch', 'Hunt']",269,49,NOT,0,0.045,0.809,0.146,0.6818
Twitter for iPhone,Here we go with the Fake Polls Just like what happened with the Election against Crooked Hillary Clinton ABC NBC CNN they all got it wrong on purpose Suppression Polls so early They will never learn ,2019-07-15 14:49:18,23191.0,100295,False,1.1507793753584804e+18,"['@nytimes', '@washingtonpost']","['Here', 'we', 'go', 'with', 'the', 'Fake', 'Polls', 'Just', 'like', 'what', 'happened', 'with', 'the', 'Election', 'against', 'Crooked', 'Hillary', 'Clinton', 'ABC', 'NBC', 'CNN', 'they', 'all', 'got', 'it', 'wrong', 'on', 'purpose', 'Suppression', 'Polls', 'so', 'early', 'They', 'will', 'never', 'learn']",199,36,ABC,0,0.149,0.791,0.06,-0.5719
Twitter for iPhone,RT Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the ,2019-07-13 12:12:11,7841.0,0,False,1.1500150622010328e+18,['@JudicialWatch:'],"['RT', 'Hillary', 'Clinton', 'is', 'not', 'above', 'the', 'law', 'yet', 'she', 'has', 'a', 'record', 'of', 'contempt', 'for', 'the', 'rule', 'of', 'law', 'Our', 'leaders', 'are', 'bound', 'by', 'the']",122,26,RT,0,0.132,0.868,0.0,-0.5859
Twitter for iPhone,Andy McCabe is a major sleazebag Among many other things he took massive amounts of money from Crooked Hillary reps for wifes campaign while Hillary was under investigation by FBI ,2019-07-13 11:56:33,22030.0,73303,False,1.150011125347627e+18,[],"['Andy', 'McCabe', 'is', 'a', 'major', 'sleazebag', 'Among', 'many', 'other', 'things', 'he', 'took', 'massive', 'amounts', 'of', 'money', 'from', 'Crooked', 'Hillary', 'reps', 'for', 'wifes', 'campaign', 'while', 'Hillary', 'was', 'under', 'investigation', 'by', 'FBI']",180,30,FBI,0,0.0,1.0,0.0,0.0
Twitter for iPhone,RT Did Joe Biden forget about Obamas Secretary of State Hillary Clinton offering a reset with Russia undermining our nat ,2019-07-06 22:59:38,10690.0,0,False,1.14764128129382e+18,['@SteveScalise:'],"['RT', 'Did', 'Joe', 'Biden', 'forget', 'about', 'Obamas', 'Secretary', 'of', 'State', 'Hillary', 'Clinton', 'offering', 'a', 'reset', 'with', 'Russia', 'undermining', 'our', 'nat']",121,20,RT,0,0.196,0.804,0.0,-0.5267
Twitter for iPhone,As most people are aware according to the Polls I won EVERY debate including the three with Crooked Hillary Clinton despite the fact that in the first debate they modulated the sound on me and got caught This crew looks somewhat easier than Crooked but you never know ,2019-07-02 11:38:22,16415.0,83468,False,1.1460202830458102e+18,[],"['As', 'most', 'people', 'are', 'aware', 'according', 'to', 'the', 'Polls', 'I', 'won', 'EVERY', 'debate', 'including', 'the', 'three', 'with', 'Crooked', 'Hillary', 'Clinton', 'despite', 'the', 'fact', 'that', 'in', 'the', 'first', 'debate', 'they', 'modulated', 'the', 'sound', 'on', 'me', 'and', 'got', 'caught', 'This', 'crew', 'looks', 'somewhat', 'easier', 'than', 'Crooked', 'but', 'you', 'never', 'know']",268,48,I,0,0.0,0.918,0.082,0.4773
Twitter for iPhone,The Stock Market went up massively from the day after I won the Election all the way up to the day that I took office because of the enthusiasm for the fact that I was going to be President That big Stock Market increase must be credited to me If Hillary won a Big Crash ,2019-06-28 09:12:18,22510.0,119813,False,1.1445339734288424e+18,[],"['The', 'Stock', 'Market', 'went', 'up', 'massively', 'from', 'the', 'day', 'after', 'I', 'won', 'the', 'Election', 'all', 'the', 'way', 'up', 'to', 'the', 'day', 'that', 'I', 'took', 'office', 'because', 'of', 'the', 'enthusiasm', 'for', 'the', 'fact', 'that', 'I', 'was', 'going', 'to', 'be', 'President', 'That', 'big', 'Stock', 'Market', 'increase', 'must', 'be', 'credited', 'to', 'me', 'If', 'Hillary', 'won', 'a', 'Big', 'Crash']",271,55,I,0,0.04,0.734,0.226,0.9081
Twitter for iPhone,Why arent the Democrats in the House calling Comey Brennan Clapper Page and her FBI lover whose invaluable phone records were illegally deleted Crooked Hillary Podesta Ohr and Nellie the GPS Fusion characters Christopher Steele the DNC amp their missing server ,2019-06-26 22:47:42,20340.0,83401,False,1.1440144011643372e+18,[],"['Why', 'arent', 'the', 'Democrats', 'in', 'the', 'House', 'calling', 'Comey', 'Brennan', 'Clapper', 'Page', 'and', 'her', 'FBI', 'lover', 'whose', 'invaluable', 'phone', 'records', 'were', 'illegally', 'deleted', 'Crooked', 'Hillary', 'Podesta', 'Ohr', 'and', 'Nellie', 'the', 'GPS', 'Fusion', 'characters', 'Christopher', 'Steele', 'the', 'DNC', 'amp', 'their', 'missing', 'server']",261,41,FBI,0,0.049,0.867,0.084,0.3818
Twitter for iPhone,RT Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the ,2019-06-26 10:23:08,5918.0,0,False,1.143827024911446e+18,['@JudicialWatch:'],"['RT', 'Hillary', 'Clinton', 'is', 'not', 'above', 'the', 'law', 'yet', 'she', 'has', 'a', 'record', 'of', 'contempt', 'for', 'the', 'rule', 'of', 'law', 'Our', 'leaders', 'are', 'bound', 'by', 'the']",122,26,RT,0,0.132,0.868,0.0,-0.5859
Twitter for iPhone, asking Hillary Clinton why she deleted and acid washed her Emails AFTER getting a subpoena from Congress Anybody else would be in jail for that yet the Dems refuse to even bring it up Rigged House Committee,2019-06-19 19:48:04,24196.0,105848,False,1.1414324784917176e+18,[],"['asking', 'Hillary', 'Clinton', 'why', 'she', 'deleted', 'and', 'acid', 'washed', 'her', 'Emails', 'AFTER', 'getting', 'a', 'subpoena', 'from', 'Congress', 'Anybody', 'else', 'would', 'be', 'in', 'jail', 'for', 'that', 'yet', 'the', 'Dems', 'refuse', 'to', 'even', 'bring', 'it', 'up', 'Rigged', 'House', 'Committee']",207,37,AFTER,0,0.118,0.882,0.0,-0.5719
Twitter for iPhone, Emails that Hillary and her lawyer deleted and acid washed AFTER GETTING A SUBPOENA FROM CONGRESS That is real Obstruction that the Dems want no part of because their hearings are RIGGED and a disgrace to our Country ,2019-06-19 14:18:12,19660.0,90069,False,1.1413494639041412e+18,[],"['Emails', 'that', 'Hillary', 'and', 'her', 'lawyer', 'deleted', 'and', 'acid', 'washed', 'AFTER', 'GETTING', 'A', 'SUBPOENA', 'FROM', 'CONGRESS', 'That', 'is', 'real', 'Obstruction', 'that', 'the', 'Dems', 'want', 'no', 'part', 'of', 'because', 'their', 'hearings', 'are', 'RIGGED', 'and', 'a', 'disgrace', 'to', 'our', 'Country']",218,38,AFTER,0,0.197,0.774,0.03,-0.8091
Twitter for iPhone, FoxNews Polls are always bad for me They were against Crooked Hillary also Something weird going on at Fox Our polls show us leading in all Swing States For the record I didnt spend hours with but rather a tiny fraction of that More Fake News,2019-06-17 23:49:43,16040.0,64663,False,1.1407685162887823e+18,"['@abcnews', '@BretBaier']","['FoxNews', 'Polls', 'are', 'always', 'bad', 'for', 'me', 'They', 'were', 'against', 'Crooked', 'Hillary', 'also', 'Something', 'weird', 'going', 'on', 'at', 'Fox', 'Our', 'polls', 'show', 'us', 'leading', 'in', 'all', 'Swing', 'States', 'For', 'the', 'record', 'I', 'didnt', 'spend', 'hours', 'with', 'but', 'rather', 'a', 'tiny', 'fraction', 'of', 'that', 'More', 'Fake', 'News']",243,46,I,0,0.16,0.84,0.0,-0.8014
Twitter for iPhone,When will the Fake News Media start asking Democrats if they are OK with the hiring of Christopher Steele a foreign agent paid for by Crooked Hillary and the DNC to dig up dirt and write a phony Dossier against the Presidential Candidate of the opposing party ,2019-06-16 20:36:10,22404.0,94861,False,1.1403574215478396e+18,[],"['When', 'will', 'the', 'Fake', 'News', 'Media', 'start', 'asking', 'Democrats', 'if', 'they', 'are', 'OK', 'with', 'the', 'hiring', 'of', 'Christopher', 'Steele', 'a', 'foreign', 'agent', 'paid', 'for', 'by', 'Crooked', 'Hillary', 'and', 'the', 'DNC', 'to', 'dig', 'up', 'dirt', 'and', 'write', 'a', 'phony', 'Dossier', 'against', 'the', 'Presidential', 'Candidate', 'of', 'the', 'opposing', 'party']",260,47,OK,0,0.102,0.794,0.104,0.0343
Twitter for iPhone, and other really bad people SPIED ON MY CAMPAIGN They even had an insurance policy just in case Crooked Hillary Clinton and the Democrats lost their race for the Presidency This is the biggest amp worst political scandal in the history of the United States of America Sad ,2019-06-13 13:37:49,18899.0,74064,False,1.139164977271595e+18,[],"['and', 'other', 'really', 'bad', 'people', 'SPIED', 'ON', 'MY', 'CAMPAIGN', 'They', 'even', 'had', 'an', 'insurance', 'policy', 'just', 'in', 'case', 'Crooked', 'Hillary', 'Clinton', 'and', 'the', 'Democrats', 'lost', 'their', 'race', 'for', 'the', 'Presidency', 'This', 'is', 'the', 'biggest', 'amp', 'worst', 'political', 'scandal', 'in', 'the', 'history', 'of', 'the', 'United', 'States', 'of', 'America', 'Sad']",273,48,SPIED,0,0.265,0.689,0.046,-0.9245
Twitter for iPhone,RT Will Jerry Nadler ever look into the fact that Crooked Hillary deleted and acid washed emails AFTER getting a m ,2019-05-18 21:24:02,30525.0,0,False,1.1298602200108072e+18,['@realDonaldTrump:'],"['RT', 'Will', 'Jerry', 'Nadler', 'ever', 'look', 'into', 'the', 'fact', 'that', 'Crooked', 'Hillary', 'deleted', 'and', 'acid', 'washed', 'emails', 'AFTER', 'getting', 'a', 'm']",115,21,RT,0,0.0,1.0,0.0,0.0
